LangID	CountryID	LangStatus	Name
fer	SD	L	Feroge
ffi	PG	L	Foia Foia
ffm	ML	L	Fulfulde, Maasina
fgr	TD	L	Fongoro
fia	SD	L	Nobiin
fie	NG	L	Fyer
fij	FJ	L	Fijian
fil	PH	L	Filipino
fin	FI	L	Finnish
fip	TZ	L	Fipa
fir	NG	L	Firan
fit	SE	L	Finnish, Tornedalen
fiw	PG	L	Fiwaga
fkv	NO	L	Finnish, Kven
fla	US	N	Kalispel-Pend D'oreille
flh	ID	L	Foau
fli	NG	L	Fali
fll	CM	L	Fali, North
fln	AU	X	Flinders Island
flr	CD	L	Fuliiru
fly	ZA	N	Tsotsitaal
fmp	CM	L	Fe'fe'
fmu	IN	L	Muria, Far Western
fng	ZA	S	Fanagalo
fni	TD	L	Fania
fod	BJ	L	Foodo
foi	PG	L	Foi
fom	CD	L	Foma
fon	BJ	L	Fon
for	PG	L	Fore
fos	TW	X	Siraya
fpe	GQ	L	Fernando Po Creole English
fqs	PG	L	Fas
fra	FR	L	French
frc	US	L	French, Cajun
frd	ID	L	Fordata
frk	DE	X	Frankish
frp	FR	L	Franco-Provençal
frq	PG	L	Forak
frr	DE	L	Frisian, Northern
frs	DE	L	Frisian, Eastern
frt	VU	L	Fortsenal
fry	NL	L	Frisian, Western
fse	FI	L	Finnish Sign Language
fsl	FR	L	French Sign Language
fss	FI	L	Finland-Swedish Sign Language
fub	CM	L	Fulfulde, Adamawa
fuc	SN	L	Pulaar
fud	WF	L	Futuna, East
fue	BJ	L	Fulfulde, Borgu
fuf	GN	L	Pular
fuh	NE	L	Fulfulde, Western Niger
fui	TD	L	Fulfulde, Bagirmi
fuj	SD	L	Ko
fum	NG	L	Fum
fun	BR	L	Iatê
fuq	NE	L	Fulfulde, Central-Eastern Niger
fur	IT	L	Friulian
fut	VU	L	Futuna-Aniwa
fuu	CD	L	Furu
fuv	NG	L	Fulfulde, Nigerian
fuy	PG	L	Fuyug
fvr	SD	L	Fur
fwa	NC	L	Fwâi
fwe	NA	L	Fwe
gaa	GH	L	Ga
gab	TD	L	Gabri
gad	PH	L	Gaddang
gae	VE	L	Guarequena
gaf	PG	L	Gende
gag	MD	L	Gagauz
gah	PG	L	Alekano
gai	PG	L	Mbore
gaj	PG	L	Gadsup
gak	ID	L	Gamkonora
gal	TL	L	Galoli
gam	PG	L	Kandawo
gan	CN	L	Chinese, Gan
gao	PG	L	Gants
gap	PG	L	Gal
gaq	IN	L	Gata'
gar	PG	L	Galeya
gas	IN	L	Garasia, Adiwasi
gat	PG	L	Kenati
gau	IN	L	Gadaba, Mudhili
gav	PG	L	Gabutamon
gaw	PG	L	Nobonob
gax	ET	L	Oromo, Borana-Arsi-Guji
gay	ID	L	Gayo
gaz	ET	L	Oromo, West Central
gbb	AU	L	Kaytetye
gbc	AU	L	Garawa
gbd	AU	N	Karadjeri
gbe	PG	L	Niksek
gbf	PG	L	Gaikundi
gbg	CF	L	Gbanziri
gbh	BJ	L	Gbe, Defi
gbi	ID	L	Galela
gbj	IN	L	Gadaba, Bodo
gbk	IN	L	Gaddi
gbl	IN	L	Gamit
gbm	IN	L	Garhwali
gbn	SD	L	Mo'da
gbo	LR	L	Grebo, Northern
gbp	CF	L	Gbaya-Bossangoa
gbq	CF	L	Gbaya-Bozoum
gbr	NG	L	Gbagyi
gbs	BJ	L	Gbe, Gbesi
gbu	AU	N	Gagadu
gbv	CF	L	Gbanu
gbx	BJ	L	Gbe, Eastern Xwla
gby	NG	L	Gbari
gbz	IR	L	Dari, Zoroastrian
gcc	PG	L	Mali
gcd	AU	X	Ganggalida
gce	US	X	Galice
gcf	GP	L	Guadeloupean Creole French
gcl	GD	L	Grenadian Creole English
gcn	PG	L	Gaina
gcr	GF	L	Guianese Creole French
gct	VE	L	German, Colonia Tovar
gda	IN	L	Lohar, Gade
gdb	IN	L	Gadaba, Pottangi Ollar
gdc	AU	X	Gugu Badhun
gdd	PG	L	Gedaged
gde	NG	L	Gude
gdf	NG	L	Guduf-Gava
gdg	PH	L	Ga'dang
gdh	AU	N	Gadjerawang
gdi	CF	L	Gundi
gdj	AU	N	Gurdjar
gdk	TD	L	Gadang
gdl	ET	L	Dirasha
gdm	TD	L	Laal
gdn	PG	L	Umanakaina
gdo	RU	L	Ghodoberi
gdq	YE	L	Mehri
gdr	PG	L	Wipi
gdu	NG	L	Gudu
gdx	IN	L	Godwari
gea	NG	L	Geruma
geb	PG	L	Kire
gec	LR	L	Grebo, Gboloo
ged	NG	L	Gade
geg	NG	L	Gengle
geh	CA	L	Hutterisch
gei	ID	L	Gebe
gej	TG	L	Gen
gek	NG	L	Yiwom
gel	NG	L	ut-Ma'in
geq	CF	L	Geme
ges	ID	L	Geser-Gorom
gew	NG	L	Gera
gex	SO	L	Garre
gey	CD	L	Enya
gez	ET	X	Geez
gfk	PG	L	Patpatar
gft	ET	X	Gafat
gga	SB	L	Gao
ggb	LR	L	Gbii
ggd	AU	X	Gugadj
gge	AU	N	Guragone
ggg	PK	L	Gurgula
ggk	AU	X	Kungarakany
ggl	PG	L	Ganglau
ggn	NP	L	Gurung, Eastern
ggo	IN	L	Gondi, Southern
ggr	AU	X	Aghu Tharnggalu
ggt	PG	L	Gitua
ggu	CI	L	Gagu
ggw	PG	L	Gogodala
gha	LY	L	Ghadamès
ghc	GB	X	Gaelic, Hiberno-Scottish
ghe	NP	L	Ghale, Southern
ghh	NP	L	Ghale, Northern
ghk	MM	L	Karen, Geko
ghl	SD	L	Ghulfan
ghn	SB	L	Ghanongga
gho	MA	X	Ghomara
ghr	PK	L	Ghera
ghs	PG	L	Guhu-Samane
ght	NP	L	Ghale, Kutang
gia	AU	L	Kitja
gib	NG	S	Gibanawa
gic	ZA	S	Gail
gid	CM	L	Gidar
gig	PK	L	Goaria
gil	KI	L	Kiribati
gim	PG	L	Gimi
gin	RU	L	Hinukh
gio	CN	L	Gelao
gip	PG	L	Gimi
giq	VN	L	Gelao, Green
gir	VN	N	Gelao, Red
gis	CM	L	Giziga, North
git	CA	L	Gitxsan
giw	VN	N	Gelao, White
gix	CD	L	Gilima
giy	AU	N	Giyug
giz	CM	L	Giziga, South
gji	NG	L	Geji
gjk	PK	L	Koli, Kachi
gjn	GH	L	Gonja
gju	IN	L	Gujari
gka	PG	L	Guya
gke	CM	N	Ndai
gkn	NG	L	Gokana
gkp	GN	L	Kpelle, Guinea
gla	GB	L	Gaelic, Scottish
glc	TD	L	Bon Gula
gld	RU	L	Nanai
gle	IE	L	Gaelic, Irish
glg	ES	L	Galician
glh	AF	L	Pashayi, Northwest
gli	SB	X	Guliguli
glj	TD	L	Gula Iro
glk	IR	L	Gilaki
glo	NG	L	Galambu
glr	LR	L	Glaro-Twabo
glu	TD	L	Gula
glv	GB	S	Manx
glw	NG	L	Glavda
gly	SD	X	Gule
gma	AU	X	Gambera
gmb	SB	L	Gula'alaa
gmd	NG	L	Mághdì
gmm	CM	L	Gbaya-Mbodomo
gmn	CM	L	Gimnime
gmo	ET	L	Gamo-Gofa-Dawro
gmu	PG	L	Gumalu
gmx	TZ	L	Magoma
gna	BF	L	Kaansa
gnb	IN	L	Gangte
gnd	CM	L	Zulgo-Gemzek
gne	NG	L	Ganang
gng	TG	L	Ngangam
gnh	NG	N	Lere
gni	AU	N	Gooniyandi
gnk	BW	L	//Gana
gnl	AU	X	Gangulu
gnm	PG	L	Ginuman
gnn	AU	L	Gumatj
gno	IN	L	Gondi, Northern
gnq	MY	L	Gana
gnr	AU	X	Gureng Gureng
gnt	PG	L	Guntai
gnu	PG	L	Gnau
gnw	BO	L	Guaraní, Western Bolivian
gnz	CF	L	Ganzi
goa	CI	L	Guro
gob	CO	L	Playero
goc	PG	L	Gorakor
god	CI	L	Godié
goe	BT	L	Gongduk
gog	TZ	L	Gogo
goi	PG	L	Gobasi
goj	IN	L	Gowlan
gok	IN	L	Gowli
gol	LR	L	Gola
gom	IN	L	Konkani, Goan
goo	FJ	L	Gone Dau
gop	ID	L	Yeretuar
goq	ID	L	Gorap
gor	ID	L	Gorontalo
gos	NL	L	Gronings
gou	CM	L	Gavar
gow	TZ	L	Gorowa
gox	CD	L	Gobu
goy	TD	N	Goundo
goz	IR	L	Gozarkhani
gpa	NG	L	Gupa-Abawa
gpn	PG	L	Taiap
gqa	NG	L	Ga'anda
gqi	CN	L	Guiqiong
gqn	BR	X	Guana
gqr	TD	L	Gor
gra	IN	L	Garasia, Rajput
grc	GR	X	Greek, Ancient
grd	NG	L	Guruntum-Mbaaru
grg	PG	L	Madi
grh	NG	L	Gbiri-Niragu
gri	SB	L	Ghari
grj	LR	L	Grebo, Southern
grm	MY	L	Kota Marudu Talantang
gro	CN	L	Groma
grq	PG	N	Gorovu
grr	DZ	L	Taznatit
grs	ID	L	Gresi
grt	IN	L	Garo
gru	ET	L	Kistane
grv	LR	L	Grebo, Central
grw	PG	N	Gweda
grx	PG	L	Guriaso
gry	LR	L	Grebo, Barclayville
grz	PG	N	Guramalum
gse	GH	L	Ghanaian Sign Language
gsg	DE	L	German Sign Language
gsl	SN	L	Gusilay
gsm	GT	L	Guatemalan Sign Language
gsn	PG	L	Gusan
gso	CF	L	Gbaya, Southwest
gsp	PG	L	Wasembo
gss	GR	L	Greek Sign Language
gsw	CH	L	German, Swiss
gta	BR	L	Guató
gti	CD	L	Gbati-ri
gua	NG	L	Shiki
gub	BR	L	Guajajára
guc	CO	L	Wayuu
gud	CI	L	Dida, Yocoboué
gue	AU	L	Gurinji
guf	AU	L	Gupapuyngu
gug	PY	L	Guaraní, Paraguayan
guh	CO	L	Guahibo
gui	BO	L	Guaraní, Eastern Bolivian
guj	IN	L	Gujarati
guk	ET	L	Gumuz
gul	US	L	Sea Island Creole English
gum	CO	L	Guambiano
gun	BR	L	Guaraní, Mbyá
guo	CO	L	Guayabero
gup	AU	L	Gunwinggu
guq	PY	L	Aché
gur	GH	L	Farefare
gus	GN	L	Guinean Sign Language
gut	CR	L	Maléku Jaíka
guu	VE	L	Yanomamö
guv	CM	X	Gey
guw	BJ	L	Gun
gux	BF	L	Gourmanchéma
guz	KE	L	Ekegusii
gva	PY	L	Guana
gvc	BR	L	Guanano
gve	PG	L	Duwet
gvf	PG	L	Golin
gvj	BR	L	Guajá
gvl	TD	L	Gulay
gvm	NG	L	Gurmana
gvn	AU	L	Kuku-Yalanji
gvo	BR	L	Gavião do Jiparaná
gvp	BR	L	Gavião, Pará
gvr	NP	L	Gurung, Western
gvs	PG	L	Gumawana
gvy	AU	X	Guyani
gwa	CI	L	Mbato
gwb	NG	L	Gwa
gwc	PK	L	Kalami
gwd	ET	L	Gawwada
gwe	TZ	N	Gweno
gwf	PK	L	Gowro
gwg	NG	L	Moo
gwi	CA	L	Gwich'in
gwj	BW	L	/Gwi
gwn	NG	L	Gwandara
gwr	UG	L	Gwere
gwt	AF	L	Gawar-Bati
gwu	AU	X	Guwamu
gww	AU	L	Kwini
gwx	GH	L	Gua
gxx	CI	L	Wè Southern
gya	CF	L	Gbaya, Northwest
gyb	PG	L	Garus
gyd	AU	N	Kayardild
gye	NG	L	Gyem
gyf	AU	X	Gungabula
gyg	CF	L	Gbayi
gyi	CM	L	Gyele
gyl	ET	L	Gayil
gym	PA	L	Ngäbere
gyn	GY	L	Guyanese Creole English
gyr	BO	L	Guarayu
gyy	AU	X	Gunya
gza	ET	L	Ganza
gzi	IR	L	Gazi
gzn	ID	L	Gane
haa	US	N	Han
hab	VN	L	Hanoi Sign Language
hac	IQ	L	Gurani
had	ID	L	Hatam
hae	ET	L	Oromo, Eastern
haf	VN	L	Haiphong Sign Language
hag	GH	L	Hanga
hah	PG	L	Hahon
haj	IN	L	Hajong
hak	CN	L	Chinese, Hakka
hal	VN	L	Halang
ham	PG	L	Hewa
han	TZ	L	Hangaza
hao	PG	L	Hakö
hap	ID	L	Hupla
haq	TZ	L	Ha
har	ET	L	Harari
has	CA	L	Haisla
hat	HT	L	Haitian
hau	NG	L	Hausa
hav	CD	L	Havu
haw	US	L	Hawaiian
hax	CA	N	Haida, Southern
hay	TZ	L	Haya
haz	AF	L	Hazaragi
hba	CD	L	Hamba
hbb	NG	L	Huba
hbn	SD	L	Heiban
hbo	IL	X	Hebrew, Ancient
hbu	TL	L	Habun
hca	IN	L	Andaman Creole Hindi
hch	MX	L	Huichol
hdn	CA	N	Haida, Northern
hds	HN	L	Honduras Sign Language
hdy	ET	L	Hadiyya
hea	CN	L	Miao, Northern Qiandong
heb	IL	L	Hebrew
hed	TD	L	Herdé
heg	ID	L	Helong
heh	TZ	L	Hehe
hei	CA	L	Heiltsuk
hem	CD	L	Hemba
her	NA	L	Herero
hgm	NA	L	Hai//om
hgw	PG	L	Haigwai
hhi	PG	L	Hoia Hoia
hhr	SN	L	Kerak
hhy	PG	L	Hoyahoya
hia	NG	L	Lamang
hib	PE	X	Hibito
hid	US	L	Hidatsa
hif	FJ	L	Hindi, Fiji
hig	NG	L	Kamwe
hih	PG	L	Pamosu
hii	IN	L	Hinduri
hij	CM	L	Hijuk
hik	ID	L	Seit-Kaitetu
hil	PH	L	Hiligaynon
hin	IN	L	Hindi
hio	BW	L	Tsoa
hir	BR	L	Himarimã
hiw	VU	L	Hiw
hix	BR	L	Hixkaryána
hji	ID	L	Haji
hka	TZ	L	Kahe
hke	CD	L	Hunde
hkk	PG	L	Hunjara-Kaina Ke
hks	CN	L	Hong Kong Sign Language
hla	PG	L	Halia
hlb	IN	L	Halbi
hld	VN	L	Halang Doan
hle	CN	L	Hlersu
hlt	MM	L	Nga La
hma	CN	L	Miao, Southern Mashan
hmb	BF	L	Songhay
hmc	CN	L	Miao, Central Huishui
hmd	CN	L	Miao, Large Flowery
hme	CN	L	Miao, Eastern Huishui
hmf	VN	L	Hmong Don
hmg	CN	L	Miao, Southwestern Guiyang
hmh	CN	L	Miao, Southwestern Huishui
hmi	CN	L	Miao, Northern Huishui
hmj	CN	L	Ge
hml	CN	L	Miao, Luopohe
hmm	CN	L	Miao, Central Mashan
hmo	PG	L	Motu, Hiri
hmp	CN	L	Miao, Northern Mashan
hmq	CN	L	Miao, Eastern Qiandong
hmr	IN	L	Hmar
hms	CN	L	Miao, Southern Qiandong
hmt	PG	L	Hamtai
hmu	ID	L	Hamap
hmv	VN	L	Hmong Dô
hmw	CN	L	Miao, Western Mashan
hmy	CN	L	Miao, Southern Guiyang
hmz	VN	L	Sinicized Miao
hna	CM	L	Mina
hnd	PK	L	Hindko, Southern
hne	IN	L	Chhattisgarhi
hnh	BW	L	//Ani
hni	CN	L	Hani
hnj	LA	L	Hmong Njua
hnn	PH	L	Hanunoo
hno	PK	L	Hindko, Northern
hns	SR	L	Hindustani, Caribbean
hnu	LA	L	Hung
hoa	SB	L	Hoava
hob	PG	L	Mari
hoc	IN	L	Ho
hod	NG	X	Holma
hoe	NG	L	Horom
hoh	OM	L	Hobyót
hoi	US	N	Holikachuk
hoj	IN	L	Hadothi
hol	AO	L	Holu
hom	SD	X	Homa
hoo	CD	L	Holoholo
hop	US	L	Hopi
hor	TD	X	Horo
hos	VN	L	Ho Chi Minh City Sign Language
hot	PG	L	Hote
hov	ID	L	Hovongan
how	CN	L	Honi
hoy	IN	L	Holiya
hoz	ET	L	Hozo
hpo	MM	L	Hpon
hps	US	N	Hawai'i Pidgin Sign Language
hra	MM	L	Hrangkhol
hre	VN	L	Hre
hrk	ID	L	Haruku
hrm	CN	L	Miao, Horned
hro	VN	L	Haroi
hrr	ID	L	Horuru
hrt	TR	L	Hértevin
hru	IN	L	Hruso
hrv	HR	L	Croatian
hrx	BR	L	Hunsrik
hrz	IR	L	Harzani
hsb	DE	L	Sorbian, Upper
hsf	MX	L	Huastec, Southeastern
hsh	HU	L	Hungarian Sign Language
hsl	NG	L	Hausa Sign Language
hsn	CN	L	Chinese, Xiang
hss	OM	L	Harsusi
hti	ID	N	Hoti
hto	CO	L	Huitoto, Minica
hts	TZ	L	Hadza
htu	ID	L	Hitu
hub	PE	L	Huambisa
huc	BW	L	‡Hua
hud	ID	L	Huaulu
hue	MX	L	Huave, San Francisco del Mar
huf	PG	L	Humene
hug	PE	L	Huachipaeri
huh	CL	L	Huilliche
hui	PG	L	Huli
huj	CN	L	Miao, Northern Guiyang
huk	ID	N	Hulung
hul	PG	L	Hula
hum	CD	L	Hungana
hun	HU	L	Hungarian
huo	CN	L	Hu
hup	US	N	Hupa
huq	CN	L	Tsat
hur	CA	L	Halkomelem
hus	MX	L	Huastec, Veracruz
hut	NP	L	Humla
huu	PE	L	Huitoto, Murui
huv	MX	L	Huave, San Mateo del Mar
huw	ID	X	Hukumina
hux	PE	L	Huitoto, Nüpode
huy	IL	L	Hulaulá
huz	RU	L	Hunzib
hva	MX	L	Huastec, San Luís Potosí
hvc	HT	S	Haitian Vodoun Culture Language
hve	MX	L	Huave, San Dionisio del Mar
hvk	NC	L	Haveke
hvn	ID	L	Sabu
hvv	MX	L	Huave, Santa María del Mar
hwa	CI	L	Wané
hwc	US	L	Hawai'i Creole English
hwo	NG	L	Hwana
hya	CM	L	Hya
hye	AM	L	Armenian
iai	NC	L	Iaai
ian	PG	L	Iatmul
iap	BR	L	Iapama
iar	PG	L	Purari
iba	MY	L	Iban
ibb	NG	L	Ibibio
ibd	AU	L	Iwaidja
ibe	NG	L	Akpes
ibg	PH	L	Ibanag
ibi	NG	L	Ibilo
ibl	PH	L	Ibaloi
ibm	NG	L	Agoi
ibn	NG	L	Ibino
ibo	NG	L	Igbo
ibr	NG	L	Ibuoro
ibu	ID	N	Ibu
iby	NG	L	Ibani
ica	BJ	L	Ede Ica
ich	NG	L	Etkywan
icl	IS	L	Icelandic Sign Language
icr	CO	L	Islander Creole English
ida	KE	L	Luidakho-Luisukha-Lutirichi
idb	IN	L	Indo-Portuguese
idc	NG	L	Idon
idd	BJ	L	Ede Idaca
ide	NG	L	Idere
idi	PG	L	Idi
idr	SD	L	Indri
ids	NG	L	Idesa
idt	TL	L	Idaté
idu	NG	L	Idoma
ifa	PH	L	Ifugao, Amganad
ifb	PH	L	Ifugao, Batad
ife	TG	L	Ifè
iff	VU	X	Ifo
ifk	PH	L	Ifugao, Tuwali
ifm	CG	L	Teke-Fuumu
ifu	PH	L	Ifugao, Mayoyao
ify	PH	L	Kallahan, Keley-I
igb	NG	L	Ebira
ige	NG	L	Igede
igg	PG	L	Igana
igl	NG	L	Igala
igm	PG	L	Kanggape
ign	BO	L	Ignaciano
igo	PG	L	Isebe
igw	NG	L	Igwe
ihb	ID	S	Iha Based Pidgin
ihi	NG	L	Ihievbe
ihp	ID	L	Iha
iii	CN	L	Nuosu
ijc	NG	L	Izon
ije	NG	L	Biseni
ijj	BJ	L	Ede Ije
ijn	NG	L	Kalabari
ijs	NG	L	Ijo, Southeast
ike	CA	L	Inuktitut, Eastern Canadian
iki	NG	L	Iko
ikk	NG	L	Ika
ikl	NG	L	Ikulu
iko	NG	L	Olulumo-Ikom
ikp	NG	L	Ikpeshi
ikt	CA	L	Inuktitut, Western Canadian
ikv	NG	L	Iku-Gora-Ankwa
ikw	NG	L	Ikwere
ikx	UG	L	Ik
ikz	TZ	L	Ikizu
ila	ID	L	Ile Ape
ilb	ZM	L	Ila
ilg	AU	X	Garig-Ilgar
ili	CN	L	Ili Turki
ilk	PH	L	Ilongot
ill	MY	L	Iranun
ilo	PH	L	Ilocano
ilu	ID	L	Ili'uun
ilv	NG	L	Ilue
ilw	ID	L	Talur
ima	IN	L	Mala Malasar
ime	MR	L	Imeraguen
imi	PG	L	Anamgura
imn	PG	L	Imonda
imo	PG	L	Imbongu
imr	ID	L	Imroing
inb	CO	L	Inga
ind	ID	L	Indonesian
ing	US	N	Degexit'an
inh	RU	L	Ingush
inj	CO	L	Inga, Jungle
inl	ID	L	Indonesian Sign Language
inn	PH	L	Isinai
ino	PG	L	Inoke-Yate
inp	PE	N	Iñapari
ins	IN	L	Indian Sign Language
int	MM	L	Intha
inz	US	X	Ineseño
ior	ET	L	Inor
iou	PG	L	Tuma-Irumu
iow	US	X	Iowa-Oto
ipi	PG	L	Ipili
ipo	PG	L	Ipiko
iqu	PE	N	Iquito
ire	ID	L	Iresim
irh	ID	L	Irarutu
iri	NG	L	Irigwe
irk	TZ	L	Iraqw
irn	BR	L	Irántxe
irr	LA	L	Ir
iru	IN	L	Irula
irx	ID	L	Kamberau
iry	PH	L	Iraya
isa	PG	L	Isabi
isc	PE	N	Isconahua
isd	PH	L	Isnag
ise	IT	L	Italian Sign Language
isg	IE	L	Irish Sign Language
ish	NG	L	Esan
isi	NG	L	Nkem-Nkum
isl	IS	L	Icelandic
ism	ID	N	Masimasi
isn	TZ	L	Isanzu
iso	NG	L	Isoko
isr	IL	L	Israeli Sign Language
ist	HR	L	Istriot
isu	CM	L	Isu
ita	IT	L	Italian
itb	PH	L	Itneg, Binongan
ite	BO	X	Itene
iti	PH	L	Itneg, Inlaod
itk	IT	L	Judeo-Italian
itl	RU	L	Itelmen
itm	NG	L	Itu Mbon Uzo
ito	BO	N	Itonama
itr	PG	L	Iteri
its	NG	L	Isekiri
itt	PH	L	Itneg, Maeng
itv	PH	L	Itawit
itw	NG	L	Ito
itx	ID	L	Itik
ity	PH	L	Itneg, Moyadan
itz	GT	N	Itza'
ium	CN	L	Iu Mien
ivb	PH	L	Ibatan
ivv	PH	L	Ivatan
iwk	PH	L	I-Wak
iwm	PG	L	Iwam
iwo	ID	L	Iwur
iws	PG	L	Iwam, Sepik
ixc	MX	L	Ixcatec
ixi	GT	L	Ixil, Nebaj
ixj	GT	L	Ixil, Chajul
ixl	GT	L	Ixil, San Juan Cotzal
iya	NG	L	Iyayu
iyo	CM	L	Mesaka
iyx	CG	L	Yaka
izh	RU	L	Ingrian
izi	NG	L	Izi-Ezaa-Ikwo-Mgbo
izr	NG	L	Izere
jaa	BR	L	Jamamadí
jab	NG	L	Hyam
jac	GT	L	Jakalteko, Eastern
jad	GN	L	Jahanka
jae	PG	L	Yabem
jaf	NG	L	Jara
jah	MY	L	Jah Hut
jai	GT	L	Jakalteko, Western
jaj	SB	N	Zazao
jak	MY	L	Jakun
jal	ID	L	Yalahatan
jam	JM	L	Jamaican Creole English
jao	AU	L	Yanyuwa
jaq	ID	L	Yaqay
jar	NG	L	Jarawa
jas	NC	L	Javanese, New Caledonian
jat	UA	L	Jakati
jau	ID	L	Yaur
jav	ID	L	Javanese
jax	ID	L	Malay, Jambi
jay	AU	N	Yan-nhangu
jaz	NC	L	Jawe
jbe	IL	L	Judeo-Berber
jbj	ID	L	Arandai
jbn	LY	L	Nafusi
jbr	ID	L	Jofotek-Bromnya
jbt	BR	N	Jabutí
jbu	CM	L	Jukun Takum
jcs	JM	L	Jamaican Country Sign Language
jct	UA	N	Krimchak
jda	IN	L	Jad
jdg	PK	L	Jadgali
jdt	RU	L	Judeo-Tat
jeb	PE	N	Jebero
jee	NP	L	Jerung
jeg	LA	L	Jeng
jeh	VN	L	Jeh
jei	ID	L	Yei
jek	CI	L	Jeri Kuo
jel	ID	L	Yelmek
jen	NG	L	Dza
jer	NG	L	Jere
jet	PG	L	Manem
jeu	TD	L	Jonkor Bourmataguil
jgb	CD	X	Ngbee
jge	IL	L	Judeo-Georgian
jgo	CM	L	Ngomba
jhi	MY	L	Jehai
jhs	NP	L	Jhankot Sign Language
jia	CM	L	Jina
jib	NG	L	Jibu
jic	HN	L	Tol
jid	NG	L	Bu
jie	NG	L	Jilbe
jig	AU	N	Djingili
jih	CN	L	Shangzhai
jii	SO	L	Jiiddu
jil	PG	L	Jilim
jim	CM	L	Jimi
jio	CN	L	Jiamao
jiq	CN	L	Guanyinqiao
jit	TZ	L	Jita
jiu	CN	L	Jinuo, Youle
jiv	EC	L	Shuar
jiy	CN	L	Jinuo, Buyuan
jko	PG	L	Kubo
jku	NG	N	Labir
jle	SD	L	Ngile
jma	PG	L	Dima
jmb	NG	L	Zumbun
jmc	TZ	L	Machame
jmd	ID	L	Yamdena
jmi	NG	L	Jimi
jml	NP	L	Jumli
jmn	IN	L	Naga, Makuri
jmr	GH	L	Kamara
jms	NG	L	Mashi
jmx	MX	L	Mixtec, Western Juxtlahuaca
jna	IN	L	Jangshung
jnd	PK	L	Jandavra
jng	AU	X	Yangman
jni	NG	L	Janji
jnj	ET	L	Yemsa
jnl	NP	L	Rawat
jns	IN	L	Jaunsari
job	CD	L	Joba
jod	CI	L	Wojenaka
jor	BO	X	Jorá
jos	JO	L	Jordanian Sign Language
jow	ML	L	Jowulu
jpn	JP	L	Japanese
jpr	IL	L	Dzhidi
jqr	PE	L	Jaqaru
jra	VN	L	Jarai
jrr	NG	L	Jiru
jrt	NG	L	Jorto
jru	VE	L	Japreria
jsl	JP	L	Japanese Sign Language
jua	BR	N	Júma
jub	NG	L	Wannu
juc	CN	X	Jurchen
jud	CI	L	Worodougou
juh	NG	L	Hõne
juk	NG	L	Wapan
jul	NP	L	Jirel
jum	SD	L	Jumjum
jun	IN	L	Juang
juo	NG	L	Jiba
jup	BR	L	Hupdë
jur	BR	L	Jurúna
jus	NP	L	Jumla Sign Language
jut	DK	L	Jutish
juu	NG	L	Ju
juw	NG	L	Wãpha
juy	IN	L	Juray
jvd	ID	L	Javindo
jvn	SR	L	Javanese, Caribbean
jwi	GH	L	Jwira-Pepesa
jya	CN	L	Jiarong
jye	IL	L	Arabic, Judeo-Yemeni
jyy	TD	L	Jaya
kaa	UZ	L	Karakalpak
kab	DZ	L	Kabyle
kac	MM	L	Jingpho
kad	NG	L	Kadara
kae	TW	X	Ketangalan
kaf	CN	L	Katso
kag	MY	L	Kajaman
kah	CF	L	Kara
kai	NG	L	Karekare
kaj	NG	L	Jju
kak	PH	L	Kallahan, Kayapa
kal	GL	L	Inuktitut, Greenlandic
kam	KE	L	Kamba
kan	IN	L	Kannada
kao	ML	L	Xaasongaxango
kap	RU	L	Bezhta
kaq	PE	L	Capanahua
kas	IN	L	Kashmiri
kat	GE	L	Georgian
kav	BR	N	Katukína
kax	ID	L	Kao
kay	BR	L	Kamayurá
kaz	KZ	L	Kazakh
kba	AU	X	Kalarko
kbb	BR	X	Kaxuiâna
kbc	BR	L	Kadiwéu
kbd	RU	L	Kabardian
kbe	AU	N	Kanju
kbf	CL	X	Kakauhua
kbg	IN	L	Khamba
kbh	CO	L	Camsá
kbi	ID	L	Kaptiau
kbj	CD	L	Kari
kbk	PG	L	Koiari, Grass
kbl	TD	L	Kanembu
kbm	PG	L	Iwal
kbn	CF	L	Kare
kbo	SD	L	Keliko
kbp	TG	L	Kabiyé
kbq	PG	L	Kamano
kbr	ET	L	Kafa
kbs	GA	L	Kande
kbt	PG	L	Abadi
kbu	PK	L	Kabutra
kbv	ID	L	Dera
kbw	PG	L	Kaiep
kbx	PG	L	Ap Ma
kby	NE	L	Kanuri, Manga
kbz	NG	L	Duhwa
kca	RU	L	Khanty
kcb	PG	N	Kawacha
kcc	NG	L	Lubila
kcd	ID	L	Kanum, Ngkâlmpw
kce	NG	L	Kaivi
kcf	NG	L	Ukaan
kcg	NG	L	Tyap
kch	NG	L	Vono
kci	NG	L	Kamantan
kcj	GW	L	Kobiana
kck	ZW	L	Kalanga
kcl	PG	L	Kela
kcm	CF	L	Gula
kcn	UG	L	Nubi
kco	PG	L	Kinalakna
kcp	SD	L	Kanga
kcq	NG	L	Kamo
kcr	SD	L	Katla
kcs	NG	L	Koenoem
kct	PG	L	Kayan
kcu	TZ	L	Kami
kcv	CD	L	Kete
kcw	CD	L	Kabwari
kcx	ET	L	Kachama-Ganjule
kcy	DZ	L	Korandje
kcz	TZ	L	Konongo
kda	AU	X	Worimi
kdc	TZ	L	Kutu
kdd	AU	L	Yankunytjatjara
kde	TZ	L	Makonde
kdf	PG	L	Mamusi
kdg	CD	L	Seba
kdh	TG	L	Tem
